Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount
105918.0,2.12048439023265,0.0856991043499022,-1.22481458298429,0.43721684049104,0.347834273362307,-0.723561048638411,0.112594756337324,-0.398899791714821,1.7935442355315,-0.312161921724976,-0.370916476724653,-2.01939709517189,2.39409618479408,1.55356997793801,-0.703871561106276,0.0585402728847257,0.138905048141131,-0.419629777642313,0.222855413172669,-0.20935578322236,-0.483338934233381,-0.977588255693453,0.253114442937833,-0.76157499201232,-0.201905379845529,0.202195748923539,-0.0946282230854071,-0.0729343194947389,0.89
46245.0,0.857628763214649,-1.23536430479431,0.722817478370285,-1.13266172717507,-1.4486838289099,-0.159561971463103,-0.72636656102304,0.256433402069518,2.15877684079362,-1.26921551312815,0.0473857772768244,0.0835957698870399,-1.77459437038881,0.229040888294252,2.02558790969764,-1.0067074098567,0.710469604087921,-0.572279848819692,-0.211312982279854,0.0486793772902074,0.2658299925041,0.663943852409593,-0.120831747063876,0.130139436302827,0.177288512352121,0.142613642588146,0.0381919947846228,0.043326142624242,160.0
124877.0,0.0183533800199089,0.623429704839621,0.123546885926351,-0.763006654171294,0.428464430253461,-0.584967213953854,0.719690227298672,0.128612376843721,0.0964555178607268,-0.176439471270311,0.100963902748593,-0.596370047428475,-2.52922523028926,0.793708656732014,-0.757413800643364,0.258062730568299,-0.579123702405902,0.0725328473452926,0.274542105405435,-0.186479538896649,-0.254127999711742,-0.700807671589829,0.0512321234161205,-0.471017239071885,-0.575896109138496,0.15474503464567,0.230073565771383,0.0778160384127888,2.67
133654.0,0.219043647671525,0.230239460877348,0.342860499456175,-1.53725062786524,-0.126829498508148,-0.899737040211094,0.0599777387020588,-0.168835154008309,-0.859711879509439,-0.646017509170484,-0.417972628503937,-0.333057617815192,1.62741284798888,-2.53838568278918,-0.272494837410377,1.65648183085104,1.11945429738928,-0.453479048568289,0.0503838086299767,0.186802131144772,0.326881745990238,1.0346637684739,-0.147567758825439,-0.174645413922991,-0.320413344573675,-0.159850639303911,0.109017443172588,0.0851912130725262,19.99
133400.0,0.216903266513304,-0.687670373085923,1.04296950400244,-2.38681084974671,-1.05059047121569,-0.0620176348289379,-0.6814051716821,0.181550159276502,-1.82781399320104,1.14132484575582,0.0458317344583243,-1.23282700098338,-1.01967943499616,-0.169192247996329,-0.636657373488281,-0.170421110804167,0.21134497006801,0.749470482581332,0.555332529779163,-0.388943049788325,-0.243758096222068,-0.352929176085533,0.243717074850969,-0.500981310110583,-1.38823369593468,-0.532223131755878,0.259968711761401,0.222394144776698,19.98
155394.0,-2.19289266871577,-1.51833159796722,-3.05116061206897,-0.563123308327689,-6.77716522429627,3.9774508431829,9.73734566163662,-1.78678064723795,-0.195671564664997,-1.70813736113459,-1.38837230226351,-1.14647721002549,-0.246806755067885,-0.0478718809267802,0.110400588001676,0.418647881120365,-0.971245587696376,-0.0142423340666651,0.153199356660777,0.535664262044679,-0.359474375707647,-0.208854962966251,1.17482203024275,-0.67231025414497,0.32129826405208,-0.0612779831978614,1.12314311469517,-0.454273779777559,2006.03
27772.0,1.09283547235357,0.0459681275779473,0.0700584896055821,0.457979582085481,-0.157686677575105,-0.585331233168193,0.258356776609125,-0.0218009245139923,-0.357420701052007,0.0695473273337484,1.76908889713288,0.730995565434604,-0.847066997490241,0.877345820024871,0.384137608607456,-0.0880983177394727,-0.103524006272449,-0.801277918104095,-0.0470559401533698,-0.0841038155456058,-0.271558558520985,-0.961662090725331,0.157146502717974,0.193600068063023,0.113410050268987,0.135763768244968,-0.0645687935286307,0.0043835060126742,52.9
51830.0,-0.788351239155999,-0.109142948277198,1.09218899779306,-1.78638149629097,0.0937618189727212,-0.553571404871608,0.386482513985554,-0.117382116736908,-1.34054622356938,0.0367952181374896,-0.596796774872944,-0.938789342969913,0.105629949327002,-0.234321569713557,0.297369008287363,0.96942286936452,0.165274473801901,-1.62351572326416,-0.248335736492839,0.0216595517816832,0.326667570313679,0.79020005953424,-0.22696794603483,-0.245633717172892,0.100835403227517,-0.254132736907782,-0.0181081982054451,0.131280675567408,69.65
11185.0,-1.17166766183111,1.46897317176943,2.79966088572771,1.30953081295491,0.112196246797959,0.549534059533142,0.673826348219458,0.0150305283083503,0.189088366161249,-0.497981792104299,0.613743675004398,-2.11265074340285,3.01804113743528,0.930154593529076,-0.47214859107101,0.967004834668528,-0.228186164815681,-0.252205033237258,-2.5323680059725,-0.202561353798658,-0.0396288963747842,0.022672655662606,-0.208796855236048,0.0215360896466239,0.188227885514364,-0.249152500469909,-0.20729914217137,0.0508251443058543,57.43
154607.0,2.01322798664589,-1.64221262060104,-1.07900854710622,-1.64558039393478,-0.539641933652492,0.999288717218608,-1.20577341565471,0.24099258532546,-1.3426833152056,1.34875080313669,0.0041548382859664,-0.115077306846861,0.918796312652854,-0.373524753021291,0.813220581367745,-1.90130940867973,1.67700581419332,-2.1411473042079,-1.68229269156142,-0.434954319528219,-0.0135682101682116,0.550006753668614,0.294826105664204,-1.37022439445468,-0.475025566493913,-0.0382026585800629,0.0738051808857755,-0.0559881562160138,69.32
